Timestamp[ms] "A_X [mg]" "A_Y [mg]" "A_Z [mg]" "G_X [mdps]" "G_Y [mdps]" "G_Z [mdps]"
27865 -813 448 -746 948360 350420 20580
27875 -819 385 -560 881580 314790 -18760
27884 -787 261 -582 797160 273280 -49980
27894 -814 144 -549 695240 228970 -73220
27903 -813 34 -495 580090 188440 -89530
27913 -776 -81 -464 459340 148960 -99750
27923 -745 -163 -416 336490 110670 -105910
27932 -717 -198 -442 213430 72870 -108010
27942 -702 -226 -399 95690 38220 -104580
27951 -670 -278 -411 -11690 5040 -93240
27961 -615 -274 -503 -107520 -25550 -78050
27971 -606 -278 -524 -192990 -49910 -61880
27980 -570 -287 -581 -269640 -70700 -46130
27990 -557 -239 -622 -343980 -88620 -33600
28000 -588 -171 -643 -427770 -103460 -25620
28009 -592 -42 -651 -522760 -119280 -22750
28019 -595 103 -633 -625170 -138880 -22540
28028 -597 264 -648 -733180 -167090 -23030
28038 -623 482 -629 -836780 -205450 -21560
28048 -659 672 -652 -932960 -254450 -16870
28057 -673 744 -676 -1013320 -310520 -12670
28067 -717 813 -598 -1062530 -363160 -15890
28076 -794 860 -554 -1071980 -405720 -27090
28086 -909 910 -526 -1044890 -432180 -48510
28096 -1103 894 70 -997710 -428680 -83370
28105 -919 1017 -408 -930090 -416710 -133280
28115 -798 884 -245 -838320 -370860 -184030
28125 -778 817 39 -733250 -286300 -224980
28134 -859 766 217 -620060 -214620 -250880
28144 -975 655 298 -518630 -170030 -258370
28153 -1030 475 283 -432460 -151270 -248710
28163 -1037 272 263 -357420 -150290 -225540
28173 -1012 89 255 -287700 -153370 -194110
28182 -960 -41 264 -220010 -152180 -159390
28192 -882 -135 291 -156030 -141610 -124460
28201 -811 -158 347 -96250 -120050 -90860
28211 -733 -141 382 -41510 -89040 -56770
28221 -688 -112 429 4340 -52500 -22540
28230 -706 -74 493 39270 -15330 7490
28240 -759 -54 546 63140 16170 28000
28250 -804 -39 593 77140 37730 36540
28259 -831 -11 611 82250 48300 35350
28269 -847 20 643 78120 48790 28000
28278 -872 32 664 65170 40740 17850
28288 -882 45 679 44660 25620 6860
28298 -866 48 671 21210 6790 -3500
28307 -847 49 649 -1820 -11130 -11690
28317 -856 35 629 -23870 -24780 -17920
28326 -871 30 632 -39970 -33600 -22050
28336 -803 39 558 -45360 -37870 -23240
28346 -836 6 586 -41020 -33740 -22260
28355 -831 39 559 -26740 -26320 -20300
28365 -825 25 631 -7490 -17080 -16870
28375 -843 51 590 12950 -5950 -11690
28384 -818 8 566 36540 6440 -3430
28394 -861 40 529 70140 21000 3080
28403 -867 65 499 114030 39060 12040
28413 -851 89 464 170310 62020 25340
28423 -864 129 416 238910 90650 41720
28432 -885 204 377 316400 124320 60340
28442 -917 308 332 401870 161630 80500
28451 -903 362 224 500290 201670 100660
28461 -872 497 56 619150 245420 119770
28471 -884 661 -122 741020 294000 137130
28480 -940 821 -194 848470 344330 151200
28490 -981 946 -251 933380 385210 157150
28500 -974 1001 -144 999110 408590 152880
28509 -844 905 -564 1042930 401030 137900
28519 -833 894 -999 1057630 388570 108290
28528 -972 873 -332 1050630 392840 72590
28538 -848 522 -811 1002190 345520 34300
28548 -862 482 -498 929250 302750 -7560
28557 -767 369 -513 845740 257950 -41720
28567 -746 289 -511 751730 205030 -65310
28576 -800 195 -448 644630 161140 -79100
28586 -820 54 -436 526540 120820 -84210
28596 -808 -68 -395 403060 86590 -85610
28605 -792 -122 -387 277690 56770 -85470
28615 -789 -139 -363 152740 29260 -81900
28625 -760 -166 -386 31920 2240 -71680
28634 -725 -174 -413 -80570 -24080 -57330
28644 -711 -167 -432 -184870 -49420 -42560
28653 -710 -143 -475 -284620 -75600 -30870
28663 -680 -58 -475 -377650 -101430 -22050
28673 -666 13 -540 -466620 -127960 -13790
28682 -672 85 -566 -557550 -152180 -8120
28692 -678 201 -540 -649180 -172690 -6720
28701 -688 350 -531 -741440 -195650 -7630
28711 -700 525 -521 -834260 -223650 -8610
28721 -722 682 -534 -926800 -259350 -9520
28730 -708 803 -592 -1009820 -302260 -12320
28740 -756 808 -406 -1069740 -343490 -18830
28750 -863 899 -312 -1101730 -382830 -34790
28759 -879 925 -334 -1101240 -418040 -61180
28769 -936 918 -128 -1072330 -428260 -96040
28778 -1063 920 225 -1029280 -421260 -141190
28788 -942 886 -5 -963620 -415520 -192220
28798 -923 770 107 -885080 -376600 -236180
28807 -929 625 206 -792050 -325780 -266630
28817 -935 497 281 -674590 -279930 -273980
28826 -902 254 314 -532980 -242480 -254240
28836 -782 -11 249 -371420 -205660 -209650
28846 -651 -239 227 -198800 -156520 -147770
28855 -614 -332 304 -34160 -91980 -80430
28865 -639 -244 405 98840 -18690 -15750
28875 -655 -111 509 189350 52220 41020
28884 -688 37 587 240450 109760 83300
28894 -799 136 671 253330 151130 103880
28903 -907 165 718 226100 171780 101640
28913 -1003 198 776 172130 168070 79450
28923 -1009 250 736 106750 138810 46480
28932 -1030 202 804 39200 91980 14490
28942 -972 122 694 -17430 32620 -14770
28951 -897 102 586 -57050 -21490 -37450
28961 -859 67 523 -81760 -58870 -50540
28971 -823 -18 505 -95200 -80150 -54180
28980 -783 -59 489 -95200 -87990 -53900
28990 -760 -69 480 -85890 -85260 -50960
29000 -739 -71 494 -69790 -73220 -44940
29009 -728 -68 510 -47250 -55020 -36470
29019 -731 -74 559 -20720 -33950 -27160
29028 -704 -38 497 5250 -13580 -19040
29038 -765 -64 598 24990 6230 -12950
29048 -777 -80 622 41580 16940 -8820
29057 -856 57 654 55300 19110 -6790
29067 -838 5 631 68460 16520 490
29076 -863 12 613 88690 16520 6230
29086 -903 70 581 125790 23170 12950
29096 -913 93 550 179270 38780 25340
29105 -861 167 507 255220 65100 41930
29115 -832 279 452 352100 104930 61670
29125 -840 370 399 461930 157570 80290
29134 -896 473 287 582960 217070 92750
29144 -953 648 119 710360 278600 98420
29153 -956 828 -43 839090 339290 100730
29163 -977 1022 -176 959560 392980 100100
29173 -1049 1085 -156 1060850 429240 92260
29182 -1074 1031 30 1131970 433790 72310
29192 -899 1122 -811 1152340 389900 36960
29201 -1083 1005 -634 1131690 371420 -2590
29211 -1100 778 -313 1063160 343700 -38290
29221 -955 490 -429 969290 283360 -77770
29230 -863 358 -378 870940 227710 -115920
29240 -820 295 -388 768530 181300 -143500
29250 -832 166 -350 658910 143150 -152950
29259 -817 43 -310 547120 112910 -148400
29269 -782 -45 -291 436800 87780 -135450
29278 -768 -107 -272 327740 65870 -118860
29288 -754 -136 -262 220360 44590 -100520
29298 -742 -181 -267 117250 22190 -80150
29307 -717 -208 -261 22260 -1050 -58940
29317 -675 -202 -363 -61530 -24500 -40320
29326 -678 -212 -365 -134470 -41510 -22890
29336 -663 -216 -401 -198310 -54810 -7910
29346 -636 -190 -491 -254380 -66990 3150
29355 -668 -168 -448 -305900 -73570 11830
29365 -696 -130 -476 -360920 -79590 18410
29375 -719 -81 -490 -422520 -86030 23240
29384 -712 -4 -489 -495390 -91490 27020
29394 -681 138 -469 -576730 -100240 31150
29403 -690 276 -447 -664650 -115430 37380
29413 -714 397 -434 -757820 -141540 43470
29423 -685 555 -473 -844200 -179760 48230
29432 -714 697 -396 -917140 -222320 51870
29442 -729 779 -367 -975380 -267680 49700
29451 -808 835 -382 -1014790 -307790 38710
29461 -914 858 -289 -1037050 -331940 15050
29471 -957 837 -108 -1041460 -339150 -21490
29480 -957 912 78 -1018010 -337470 -72100
29490 -880 888 25 -961450 -328650 -130340
29500 -873 820 120 -892780 -290010 -185150
29509 -912 737 285 -810250 -242970 -227290
29519 -1001 690 390 -710920 -206360 -250810
29528 -1022 530 408 -597590 -185570 -250880
29538 -969 298 337 -473480 -172550 -229810
29548 -892 32 294 -339710 -153020 -193270
29557 -811 -143 313 -203840 -119420 -147840
29567 -783 -197 393 -82460 -72450 -97580
29576 -755 -172 470 11130 -18900 -47600
29586 -730 -112 528 73990 34930 -3220
29596 -776 -51 560 105840 81550 29820
29605 -867 -17 560 106890 113190 46270
29615 -951 -19 625 86800 126350 46340
29625 -992 3 651 58030 115360 32550
29634 -981 5 611 25270 84980 10990
29644 -947 -36 561 -5740 46200 -12040
29653 -913 -72 508 -30030 8610 -31640
29663 -890 -105 471 -47600 -21560 -44660
29673 -853 -135 459 -58520 -42350 -50680
29682 -810 -161 436 -59710 -54110 -50680
29692 -783 -171 425 -50820 -56910 -44940
29701 -775 -181 436 -35700 -51380 -35840
29711 -767 -172 457 -15330 -39970 -26250
29721 -777 -168 475 10220 -25130 -17570
29730 -782 -147 489 41860 -7910 -9310
29740 -796 -111 489 80710 11270 210
29750 -867 -103 479 125300 32620 11130
29759 -914 -58 471 184870 57260 24430
29769 -868 14 418 271880 88200 44310
29778 -908 100 373 376530 130270 69510
29788 -950 220 356 488530 182210 96040
29798 -956 317 278 606340 236740 120820
29807 -948 422 139 722960 290990 140770
29817 -949 565 6 836150 343980 155260
29826 -941 728 -129 941710 392840 166110
29836 -989 887 -181 1029140 432810 169750
29846 -985 1013 -316 1091230 452970 162540
29855 -1012 1051 -155 1125810 449260 144200
29865 -924 846 -443 1126650 413420 111230
29875 -957 745 -768 1076810 364770 59570
29884 -1012 617 -517 1004570 339360 4550
29894 -871 434 -542 913080 290150 -41440
29903 -800 303 -462 807380 235410 -79170
29913 -786 126 -447 692440 183400 -104930
29923 -791 38 -433 573020 138250 -117320
29932 -802 -74 -345 452340 103460 -116620
29942 -774 -170 -338 332220 73290 -106330
29951 -751 -206 -394 213430 45500 -92540
29961 -783 -234 -339 95690 24640 -77910
29971 -777 -252 -337 -19180 3150 -64820
29980 -752 -229 -373 -128170 -21840 -55230
29990 -735 -196 -417 -231420 -45850 -48930
30000 -735 -177 -447 -331170 -67200 -45080
30009 -718 -118 -485 -427420 -86240 -43680
30019 -678 -37 -539 -523320 -105840 -43890
30028 -635 84 -541 -616000 -125650 -43680
30038 -613 230 -540 -703220 -150150 -41230
30048 -622 402 -544 -784910 -182350 -37170
30057 -666 551 -556 -864920 -221270 -34020
30067 -716 657 -584 -943180 -265790 -34440
30076 -739 717 -530 -1008910 -311570 -40600
30086 -778 784 -416 -1046640 -353850 -52570
30096 -882 810 -389 -1053500 -385140 -71400
30105 -1028 780 10 -1031730 -400400 -97370
30115 -956 892 -303 -975030 -407400 -131250
30125 -915 847 -251 -899570 -372820 -166810
30134 -933 746 -22 -808360 -310730 -201390
30144 -1004 740 172 -703080 -250670 -232330
30153 -1036 667 249 -597100 -205730 -250460
30163 -1049 526 247 -495530 -176120 -251860
30173 -1029 320 226 -396550 -155750 -236250
30182 -1005 109 217 -299810 -139440 -210140
30192 -956 -26 234 -208460 -123340 -177870
30201 -901 -139 257 -129430 -104580 -140420
30211 -846 -208 287 -67270 -81410 -99750
30221 -797 -217 318 -20160 -53690 -59150
30230 -794 -195 373 14070 -25130 -22960
30240 -806 -178 392 38850 -210 4970
30250 -811 -134 423 58030 18830 23030
30259 -822 -92 448 72030 31360 31640
30269 -845 -55 489 78680 36750 32270
30278 -875 -26 526 75040 34160 25970
30288 -908 -28 568 59640 23030 14070
30298 -901 -24 584 38010 5600 -420
30307 -875 -8 584 14910 -13720 -13650
30317 -859 -20 574 -8120 -31150 -22680
30326 -849 -35 571 -26460 -43890 -27580
30336 -844 -48 566 -37240 -51590 -29540
30346 -837 -70 563 -40950 -54250 -29610
30355 -815 -77 553 -35350 -51240 -27790
30365 -809 -74 550 -20510 -42140 -23590
30375 -838 -93 539 1890 -27300 -17010
30384 -830 -100 518 37870 -6930 -7210
30394 -823 -65 482 93730 20230 7770
30403 -895 -47 461 161560 55370 27090
30413 -910 -9 440 244230 96460 49980
30423 -908 122 392 347270 143150 76860
30432 -954 219 337 457100 195650 105420
30442 -945 279 263 572460 251020 131180
30451 -930 426 103 701190 307160 152250
30461 -973 589 -68 826840 361830 167510
30471 -1003 706 -223 933240 412370 174720
30480 -1024 922 -273 1012900 451150 171150
30490 -1062 1001 -186 1061970 465640 157360
30500 -983 917 -162 1085280 452830 136920
30509 -863 815 -741 1076950 410480 107520
30519 -947 741 -491 1041460 387310 71050
30528 -862 564 -485 994490 360920 36960
30538 -803 438 -496 935620 318500 5740
30548 -795 316 -468 864220 278880 -20580
30557 -825 201 -458 774690 237510 -41090
30567 -834 50 -406 670600 197330 -56420
30576 -798 -68 -404 554190 157360 -68180
30586 -767 -171 -375 428470 120400 -77210
30596 -739 -231 -348 298130 85890 -82880
30605 -719 -254 -334 169680 52640 -83230
30615 -685 -282 -330 49910 20510 -77280
30625 -619 -287 -446 -54040 -10430 -65940
30634 -596 -278 -463 -139230 -32130 -50470
30644 -575 -287 -506 -209020 -47880 -33250
30653 -550 -271 -568 -264950 -60830 -17150
30663 -567 -251 -565 -315140 -67340 -4130
30673 -571 -202 -630 -366030 -76160 3570
30682 -609 -109 -631 -424480 -82460 5880
30692 -628 18 -686 -507780 -89740 1470
30701 -662 162 -589 -616280 -103110 -8330
30711 -640 362 -590 -735000 -131950 -19320
30721 -650 559 -606 -852740 -178640 -28280
30730 -675 720 -584 -957670 -235760 -33460
30740 -695 835 -670 -1039220 -299110 -35910
30750 -769 931 -517 -1090460 -355950 -39760
30759 -877 969 -552 -1107120 -404110 -51940
30769 -1042 942 -467 -1083670 -427560 -75180
30778 -1146 1022 -40 -1029000 -422590 -113820
30788 -879 930 -404 -941710 -405930 -164080
30798 -799 903 -61 -845320 -328650 -210630
30807 -871 812 205 -745990 -244720 -246750
30817 -969 744 342 -652260 -186550 -269080
30826 -1018 594 350 -566440 -155820 -273350
30836 -1030 375 264 -480970 -147490 -259420
30846 -988 138 200 -389200 -146720 -234010
30855 -933 -53 152 -292110 -141330 -200200
30865 -851 -200 182 -193620 -124390 -157990
30875 -786 -265 227 -100730 -95480 -109900
30884 -733 -270 277 -18620 -57120 -59990
30894 -710 -214 315 49140 -13930 -13930
30903 -735 -150 391 98560 27860 23240
30913 -795 -103 454 126910 59220 46200
30923 -860 -52 534 135100 74340 53060
30932 -875 15 565 125370 73430 47670
30942 -905 58 624 99890 60130 34930
30951 -942 68 664 62370 35350 17220
30961 -929 63 627 21070 2730 -2870
30971 -899 50 613 -16800 -28350 -21000
30980 -862 33 582 -44940 -53130 -34370
30990 -841 20 565 -62090 -67900 -42280
31000 -827 -6 569 -69790 -73010 -46410
31009 -810 -17 565 -67480 -70350 -47390
31019 -796 -27 561 -57820 -62300 -45150
31028 -798 -33 577 -43190 -50190 -41020
31038 -802 -36 591 -24710 -36400 -35630
31048 -806 -35 597 -2030 -22610 -29330
31057 -838 -24 599 23660 -9030 -22750
31067 -826 -22 591 50470 3150 -16240
31076 -857 -23 558 76230 14700 -10430
31086 -876 -46 562 105140 28000 -4340
31096 -860 -7 532 150360 42140 4760
31105 -884 95 492 209510 61460 17710
31115 -899 106 468 278810 88200 35420
31125 -922 180 424 362530 123340 54040
31134 -870 286 369 467390 167090 74060
31144 -865 418 283 584920 217770 94290
31153 -930 544 162 696500 270340 110460
31163 -962 672 77 798210 318990 122360
31173 -963 823 -43 886130 358890 130060
31182 -1003 912 -95 953120 385280 129920
31192 -1023 915 83 1001490 393120 119210
31201 -887 898 -487 1026130 367010 95690
31211 -972 951 -460 1022210 348530 59220
31221 -1045 689 -347 994980 340760 21210
31230 -975 429 -570 941080 301560 -23520
31240 -913 414 -434 881930 275800 -71610
31250 -821 326 -435 814520 246680 -107590
31259 -802 227 -441 734720 213430 -127190
31269 -802 93 -384 649110 185220 -133000
31278 -783 -17 -371 560420 159110 -128660
31288 -761 -100 -333 466830 136500 -117670
31298 -754 -138 -321 366240 114310 -103110
31307 -748 -193 -270 259070 89670 -85610
31317 -737 -229 -278 147420 60550 -66920
31326 -711 -255 -253 37380 27930 -51240
31336 -670 -257 -351 -64540 -7700 -38220
31346 -619 -255 -424 -152880 -39410 -25830
31355 -614 -247 -423 -227780 -63140 -14210
31365 -630 -235 -502 -297780 -84490 -5670
31375 -657 -212 -549 -366030 -101010 -770
31384 -662 -149 -562 -433370 -112070 1890
31394 -657 -62 -604 -502740 -122780 4550
31403 -664 50 -610 -574980 -133420 8050
31413 -664 207 -618 -652400 -147000 12110
31423 -681 348 -600 -735000 -168350 17080
31432 -695 472 -580 -814800 -202090 22190
31442 -704 613 -543 -883470 -247030 25060
31451 -753 721 -507 -940380 -298760 25130
31461 -811 752 -456 -982030 -350630 18550
31471 -894 779 -378 -1002260 -392700 1260
31480 -955 817 -283 -1002680 -418460 -28210
31490 -994 822 -90 -987490 -425740 -67270
31500 -1022 829 48 -960330 -418810 -114590
31509 -948 814 94 -912240 -404250 -165760
31519 -937 704 189 -856170 -365680 -211890
31528 -961 588 299 -790650 -322840 -246820
31538 -968 488 371 -699720 -287140 -261310
31548 -942 254 354 -579670 -258440 -252210
31557 -818 -6 232 -427910 -226590 -219590
31567 -657 -243 187 -253120 -178430 -169260
31576 -615 -372 297 -76510 -112490 -109340
31586 -651 -314 440 76440 -38010 -48790
31596 -670 -193 561 186130 31990 6300
31605 -668 -59 612 249690 88900 51030
31615 -749 36 713 268100 131740 80500
31625 -893 78 798 244370 152950 88060
31634 -1000 103 866 188650 146860 74970
31644 -1011 125 883 119210 114870 47460
31653 -965 109 815 50260 65030 15540
31663 -918 52 696 -5670 13440 -12180
31673 -872 35 608 -39060 -28770 -30310
31682 -833 -14 580 -51940 -55440 -37030
31692 -778 -78 526 -46900 -66780 -35280
31701 -746 -109 504 -26390 -63210 -30100
31711 -711 -97 496 3710 -46970 -23170
31721 -704 -37 539 35700 -22610 -14630
31730 -751 0 604 60340 2660 -6090
31740 -795 27 640 78050 22330 910
31750 -839 48 643 95550 35910 7070
31759 -793 85 613 122570 47390 14000
31769 -808 124 567 167160 64400 22540
31778 -804 157 503 225050 88690 33180
31788 -871 272 487 287840 116270 44170
31798 -897 331 483 345870 143850 56350
31807 -900 347 443 399980 168700 67690
31817 -938 428 343 457940 191520 74550
31826 -966 473 236 521710 215250 81270
31836 -949 571 99 598290 242200 87430
31846 -907 698 -57 692790 275380 94080
31855 -868 793 -242 801640 314860 100240
31865 -901 884 -349 907340 356440 100170
31875 -939 923 -467 989450 385140 89600
31884 -972 959 -311 1038940 391510 67760
31894 -886 742 -856 1049790 369250 36400
31903 -958 692 -704 1030400 358470 -3430
31913 -887 583 -605 998200 345380 -40740
31923 -825 431 -630 945350 304080 -72380
31932 -811 287 -536 878500 271530 -96670
31942 -795 124 -515 795480 233730 -112350
31951 -777 3 -470 697620 196560 -121450
31961 -751 -110 -416 585060 160300 -125370
31971 -721 -209 -390 458010 123620 -123900
31980 -697 -245 -296 319900 86940 -116970
31990 -664 -299 -289 180040 47530 -101360
32000 -636 -312 -260 49770 6370 -80080
32009 -585 -288 -417 -62580 -34370 -54600
32019 -586 -277 -414 -154700 -63420 -26390
32028 -582 -307 -547 -230930 -85750 -840
32038 -635 -301 -509 -300160 -103460 14910
32048 -672 -229 -537 -370160 -118440 18620
32057 -718 -174 -569 -445690 -135030 14000
32067 -719 -89 -609 -528220 -150780 3710
32076 -699 62 -616 -612850 -165200 -6160
32086 -689 199 -611 -708820 -179970 -12530
32096 -676 413 -561 -810950 -201950 -16030
32105 -708 587 -548 -908810 -241290 -15610
32115 -750 717 -587 -1000370 -298830 -17010
32125 -785 783 -506 -1070300 -363020 -24850
32134 -808 834 -506 -1108660 -424340 -39480
32144 -909 825 -414 -1112930 -467250 -62230
32153 -1012 822 -197 -1087310 -482160 -92050
32163 -1051 942 -145 -1039640 -478520 -127540
32173 -911 793 -168 -969780 -457310 -165620
32182 -854 653 30 -892990 -397110 -204470
32192 -918 598 192 -804230 -330190 -238630
32201 -984 472 280 -703010 -277060 -256830
32211 -949 305 287 -586460 -239890 -255150
32221 -897 57 227 -453390 -211330 -233310
32230 -826 -190 200 -304150 -178990 -193200
32240 -733 -310 240 -150780 -135800 -140210
32250 -705 -314 334 -14280 -82950 -80850
32259 -678 -266 413 91350 -26950 -19320
32269 -666 -135 479 163730 25480 36890
32278 -716 -31 582 199850 71120 78820
32288 -822 12 686 203980 103040 98070
32298 -921 71 730 180040 116060 91630
32307 -972 120 780 133420 109340 66010
32317 -997 139 810 76930 82390 32270
